what,kind,bundleId,bundleVersion,description,time
java.vendor,sysinfo,,,"Oracle Corporation",1418379001166
java.version,sysinfo,,,"1.7.0_65",1418379001166
java.vm.info,sysinfo,,,"mixed mode",1418379001166
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1418379001166
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1418379001166
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1418379001166
java.vm.specification.version,sysinfo,,,"1.7",1418379001166
java.vm.vendor,sysinfo,,,"Oracle Corporation",1418379001166
java.vm.version,sysinfo,,,"24.65-b04",1418379001166
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418379988920
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418379994688
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418379999023
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418379999117
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418379999138
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418380000219
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418380007486
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418380009605
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418380031564
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418380087980
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1418380090087
started,bundle,org.eclipse.wst.server.core,1.1.202.v20100518,"org.eclipse.wst.server.core",1418380091574
started,bundle,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.ui",1418380091594
started,bundle,org.eclipse.jdt.debug,3.6.0.v20100526,"org.eclipse.jdt.debug",1418380091719
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1418380091831
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1418380097663
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1418380102925
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1418380103112
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1418380103256
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418380104852
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418380198105
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418380199396
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418380203060
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418380203238
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418380203335
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418380203353
opened,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ProblemView",1418380203852
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418380205225
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418380205242
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418380206469
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1418380244284
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418380253149
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418380262836
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418381510700
started,bundle,org.eclipse.wst.web,1.1.400.v201005270700,"org.eclipse.wst.web",1418381513238
started,bundle,org.eclipse.emf.common,2.6.0.v20100614-1136,"org.eclipse.emf.common",1418381513286
started,bundle,org.eclipse.emf.ecore,2.6.0.v20100614-1136,"org.eclipse.emf.ecore",1418381513309
started,bundle,org.eclipse.jem.util,2.1.0.v201005130500,"org.eclipse.jem.util",1418381513310
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.100.v201005190114,"org.eclipse.wst.common.project.facet.core",1418381513315
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418381513398
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418381515644
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418381516714
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418381521653
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418381523588
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418382169459
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418382170820
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418382230155
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418382244722
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418382244886
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418382244903
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418382245739
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1418382293020
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418382299566
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418382303193
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1418382305708
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1418382308480
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418382311299
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418382311428
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418382311443
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418382312898
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418382312913
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418382314915
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418382321545
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418382321703
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418382321718
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418382322832
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1418382382652
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1418382384320
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1418382384504
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418382385988
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418383611781
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418383614884
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418383771107
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418383774827
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1418383779228
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418383781340
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418383962132
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418383964717
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418384076260
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418384078452
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418384094010
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418384110852
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418384136351
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1418384149140
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1418384149321
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1418384149489
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418384151447
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418384226676
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1418384253784
started,bundle,org.eclipse.wst.common.emf,1.2.0.v201005200700,"org.eclipse.wst.common.emf",1418384253802
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1418384253845
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.0.v201004110600,"org.eclipse.wst.common.emfworkbench.integration",1418384253848
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1418384253897
started,bundle,org.eclipse.wst.common.modulecore,1.2.0.v201005200200,"org.eclipse.wst.common.modulecore",1418384253902
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418384254526
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418384256028
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418384269788
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418384286421
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1418384290946
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418384300692
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418384300757
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418384300773
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418384301666
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418384305152
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418384305297
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418384305311
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418384308578
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418384308594
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418384309458
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418384321966
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418384333590
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418384382092
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418384403013
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418384418474
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418384420089
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418384431588
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418384437324
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1418384440092
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1418384441488
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1418384441673
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1418384441804
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418384443732
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418401201837
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418401203477
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418401212556
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.cleanAction",1418401214204
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418401214216
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1418401234699
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1418401275971
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1418401291385
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418401293302
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418401301167
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418401315703
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1418401330144
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418401330391
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418401345446
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418401345638
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418401345656
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418401358289
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1418401390896
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418401390976
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418401406487
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418401409314
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418401409436
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418401420507
closed,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418401420527
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418401422174
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418401426679
opened,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418401434777
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418401434812
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.views.showView",1418401434812
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418401458154
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418401458177
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418401475836
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418401475855
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418401486367
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1418401488777
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418401491366
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418401496174
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418401521510
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418401522772
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418401522790
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418401523886
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418401533788
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418401533946
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418401533963
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418401542710
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418401545366
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418401547085
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418401570273
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418401571292
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418401574445
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418401608261
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418401656482
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418401658502
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418401708156
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418403308262
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418403310461
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418403327701
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1418403329107
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418403382416
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.cleanAction",1418403383939
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418403383951
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418403389412
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418403405913
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418403421128
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418403450820
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418403458158
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418403483173
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1418403484341
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418403504922
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418403510763
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1418403514709
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1418403536498
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1418403536746
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1418403536930
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1418403537082
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1418403541597
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1418403543917
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1418403560047
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1418403560750
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1418403560964
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1418403561180
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1418403561372
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1418403561556
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1418403561739
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1418403561923
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1418403562107
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1418403562332
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1418403576883
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1418403599890
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1418403625526
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1418403625714
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1418403627498
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418403689993
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418403691380
activated,perspective,org.eclipse.wst.jsdt.ui,,"org.eclipse.wst.jsdt.ui.JavaPerspective",1418407748311
started,bundle,org.eclipse.osgi,3.6.0.v20100517,"org.eclipse.osgi",1418407748311
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1418407748312
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1418407748312
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1418407748312
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1418407748313
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1418407748353
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1418407748353
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1418407748354
started,bundle,org.eclipse.core.filesystem,1.3.0.v20100526-0737,"org.eclipse.core.filesystem",1418407748354
started,bundle,org.eclipse.core.jobs,3.5.0.v20100515,"org.eclipse.core.jobs",1418407748354
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1418407748355
started,bundle,org.eclipse.core.resources,3.6.0.v20100526-0737,"org.eclipse.core.resources",1418407748365
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1418407748365
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1418407748365
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1418407748366
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1418407748366
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1418407748370
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1418407748370
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1418407748371
started,bundle,org.eclipse.equinox.app,1.3.0.v20100512,"org.eclipse.equinox.app",1418407748372
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1418407748372
started,bundle,org.eclipse.equinox.ds,1.2.0.v20100507,"org.eclipse.equinox.ds",1418407748372
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1418407748373
started,bundle,org.eclipse.equinox.p2.core,2.0.0.v20100510,"org.eclipse.equinox.p2.core",1418407748373
